"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: openIMIS Claim","Mapping: Workflow Pattern","Mapping: FiveWs Pattern Mapping","Mapping: RIM Mapping"
"Claim","Claim","","Adjudication Request
Preauthorization RequestPredetermination Request","",0,*,"","","","null {[]} {[]}
","Claim, Pre-determination or Pre-authorization","A provider issued list of professional services and products which have been provided, or are to be provided, to a patient which is sent to an insurer for reimbursement.","The Claim resource fulfills three information request requirements: Claim - a request for adjudication for reimbursement for products and/or services provided; Preauthorization - a request to authorize the future provision of products and/or services including an anticipated adjudication; and, Predetermination - a request for a non-bind adjudication of possible future products and/or services.","","","","","","","","",,,,,"",,,,"Claim",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().ofType(canonical) | %resource.descendants().ofType(uri) | %resource.descendants().ofType(url))) or descendants().where(reference = '#').exists() or descendants().where(ofType(canonical) = '#').exists() or descendants().where(ofType(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}","Request","financial.billing","Entity, Role, or Act"
"Claim.id","Claim.id","","","",0,1,"","","Y","id {[]} {[]}
","Claim UUID","Claim UUID generated by openIMIS.","Within the context of the FHIR RESTful interactions, the resource has an id except for cases like the create and conditional update. Otherwise, the use of the resouce id depends on the given use case.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"Claim.insurance.identifier","Claim.insurance.identifier","","","",0,0,"","","","Identifier {[]} {[]}
","Pre-assigned Claim number","The business identifier to be used when the claim is sent for adjudication against this insurance policy.","Only required in jurisdictions where insurers, rather than the provider, are required to send claims to  insurers that appear after them in the list. This element is not required when 'subrogation=true'.","This will be the claim number should it be necessary to create this claim in the future. This is provided so that payors may forward claims to other payors in the Coordination of Benefit for adjudication rather than the provider being required to initiate each adjudication.","","","","","","","",,,,,"",,,,"Claim.insurance.identifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.identifier","FiveWs.identifier"
"Claim.insurance.coverage","Claim.insurance.coverage","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[https://github.com/openimis/openimis_fhir_r5_ig/StructureDefinition/openimis-coverage]]}
","Coverage","Insuree Coverage to use. Can be obtained with CoverageEligibilityRequest.","","Required to allow the adjudicator to locate the correct policy and history within their information system.","","","","","","","",,,,,"",,,,"Claim.insurance.coverage",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.insurance.businessArrangement","Claim.insurance.businessArrangement","","","",0,0,"","","","string {[]} {[]}
","Additional provider contract number","A business agreement number established between the provider and the insurer for special business processing purposes.","","Providers may have multiple business arrangements with a given insurer and must supply the specific contract number for adjudication.","","","","","","","",,,,,"",,,,"Claim.insurance.businessArrangement",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.insurance.preAuthRef","Claim.insurance.preAuthRef","","","",0,0,"","","","string {[]} {[]}
","Prior authorization reference number","Reference numbers previously provided by the insurer to the provider to be quoted on subsequent claims containing services or products related to the prior authorization.","This value is an alphanumeric string that may be provided over the phone, via text, via paper, or within a ClaimResponse resource and is not a FHIR Identifier.","Providers must quote previously issued authorization reference numbers in order to obtain adjudication as previously advised on the Preauthorization.","","","","","","","",,,,,"",,,,"Claim.insurance.preAuthRef",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.insurance.claimResponse","Claim.insurance.claimResponse","","","",0,0,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ClaimResponse]]}
","Adjudication results","The result of the adjudication of the line items for the Coverage specified in this insurance.","Must not be specified when 'focal=true' for this insurance.","An insurer need the adjudication results from prior insurers to determine the outstanding balance remaining by item for the items in the curent claim.","","","","","","","",,,,,"",,,,"Claim.insurance.claimResponse",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.accident","Claim.accident","","","",0,0,"","","","BackboneElement {[]} {[]}
","Details of the event","Details of an accident which resulted in injuries which required the products and services listed in the claim.","","When healthcare products and services are accident related, benefits may be payable under accident provisions of policies, such as automotive, etc before they are payable under normal health insurance.","","","","","","","",,,,,"",,,,"Claim.accident",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.accident.id","Claim.accident.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Claim.accident.extension","Claim.accident.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Claim.accident.modifierExtension","Claim.accident.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Claim.accident.date","Claim.accident.date","","","",1,1,"","","","date {[]} {[]}
","When the incident occurred","Date of an accident event  related to the products and services contained in the claim.","The date of the accident has to precede the dates of the products and services but within a reasonable timeframe.","Required for audit purposes and adjudication.","","","","","","","",,,,,"",,,,"Claim.accident.date",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.accident.type","Claim.accident.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The nature of the accident","The type or context of the accident event for the purposes of selection of potential insurance coverages and determination of coordination between insurers.","","Coverage may be dependant on the type of accident.","","","","","","","",,"extensible","Type of accident: work place, auto, etc.","http://terminology.hl7.org/ValueSet/v3-ActIncidentCode","",,,,"Claim.accident.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Claim.accident.location[x]","Claim.accident.location[x]","","","",0,1,"","","","Address {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}","Where the event occurred","The physical location of the accident event.","","Required for audit purposes and determination of applicable insurance liability.","","","","","","","",,,,,"",,,,"Claim.accident.location[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
